Date,TSLA,BND,SPY
2015-01-05,-0.042950328828715974,0.0028996609597637347,-0.01822475660059451
2015-01-06,0.005648255842151179,0.002890962154463978,-0.009463415379871873
2015-01-07,-0.0015631517125408972,0.000601802673194125,0.012384124844010632
2015-01-08,-0.00156553106269541,-0.0015639396862773016,0.017589407691080652
2015-01-09,-0.01898062692006783,0.0016835892944322083,-0.008045692129281128
2015-01-12,-0.021768130883067914,0.0013221192379242368,-0.007864557974758029
2015-01-13,0.010037948528329803,0.0009605073594727055,-0.0028165014390456357
2015-01-14,-0.05826208511535263,0.002275234162166047,-0.006055697259760327
2015-01-15,-0.0042646091303445875,0.0044182401836858985,-0.00920272106656237
2015-01-16,0.006234752215779189,-0.0029832572467795027,0.013029146813534695
2015-01-20,-0.005922112022732375,-0.0010762477565807315,0.0021300617940462375
2015-01-21,0.023887916243012904,-0.0019154964833607057,0.005035515978173479
2015-01-22,0.025366093948943954,0.00023960642891357852,0.01476147485637749
2015-01-23,-0.0016380356186696048,0.0032305504439381016,-0.005498215760224936
2015-01-26,0.025795883487268887,-0.0011958033003487702,0.0023391396236988812
2015-01-27,-0.002763444831417415,0.0005977047876442178,-0.013278269512402626
2015-01-28,-0.03261671754106088,0.003578808206873387,-0.012907038448560195
2015-01-29,0.028822750890941436,-0.0010721546562271202,0.009200945938497688
2015-01-30,-0.007827891211321799,0.005467505402947023,-0.012654610876131737
2015-02-02,0.03541650455001054,-0.0011880672333797796,0.012307952482121411
2015-02-03,0.03457130456060133,-0.003096133293703921,0.014357778015047862
2015-02-04,0.0008697468597585222,0.0003566326841233851,-0.003815244899524205
2015-02-05,0.01110267180298662,-0.002148766877880042,0.010044293622965397
2015-02-06,-0.016562460365371068,-0.0064740806209004865,-0.0027690207868489827
2015-02-09,0.0005518871416418817,-0.0003612315840973198,-0.004485881785046126
2015-02-10,-0.005486790495772485,-0.0018072985203046068,0.010597261285433123
2015-02-11,-0.016267296304893594,0.0,0.0005797588988987907
2015-02-12,-0.047738135628800464,0.0004827780891097479,0.009570980048658789
2015-02-13,0.004377269986898078,-0.002291707243810687,0.004107758087735868
2015-02-17,0.0028422373753069544,-0.003994356900207152,0.0015718391750900581
2015-02-18,0.0005381783039690399,0.0027850875760392878,9.505907508905645e-05
2015-02-19,0.034845074204363315,-0.0008469355569167526,-0.0007139947555890329
2015-02-20,0.02518669958065304,0.0002422264781325075,0.00598274530643022
2015-02-23,-0.046044145136946664,0.0020553917682610413,-0.00014171214303220812
2015-02-24,-0.015700937648674383,0.004096266920858488,0.0028365937192493394
2015-02-25,-0.0017162494669841497,0.0009621327513865955,-0.0008500207028464907
2015-02-26,0.01669345934649604,-0.002767748809557379,-0.0011823251391431123
2015-02-27,-0.0187568262214745,0.0008431230498058854,-0.003412062288149857
2015-03-02,-0.030002041037217854,-0.0032371755355998307,0.0062937069113955585
2015-03-03,0.011237539737762316,-0.0012110617415429128,-0.004112367975253745
2015-03-04,0.014328632289798915,0.0,-0.004224354192515948
2015-03-05,-0.008981189592245054,0.0006057773728210703,0.0010932765027517116
2015-03-06,-0.034222991262336,-0.005827985762427952,-0.01416418730298944
2015-03-09,-0.015594438016240424,0.0012172084621615345,0.004135899074121797
2015-03-10,-0.002938104609135431,0.003884647474129526,-0.016354681358549967
2015-03-11,0.017810238003898436,0.0010895969910696389,-0.0023446882128068877
2015-03-12,-0.01387723588855585,0.0007251500563403414,0.012633855656039724
2015-03-13,-0.012587386429474445,-0.0009675310344472832,-0.006151092614792748
2015-03-16,0.036530447505924324,0.00193538762757371,0.013271854569430577
2015-03-17,-0.0049688967921734046,0.0008446738619901929,-0.002976802652967055
2015-03-18,0.03024707436572859,0.006138057311867357,0.011949842842513821
2015-03-19,-0.025533757903858405,-0.0030037268053610014,-0.0045716599570596195
2015-03-20,0.012343618570630861,0.002643713024527999,0.00878801727110568
2015-03-23,0.007794746195763983,0.0004796974804942002,-0.0019505366503116523
2015-03-24,0.010414901829068896,0.001678568592964369,-0.005634828118980209
2015-03-25,-0.03747727079732416,-0.0015585862916179792,-0.014762244851647491
2015-03-26,-0.020223661788001102,-0.003243392806368437,-0.002384214671634888
2015-03-27,-0.028823861915902877,0.0009618283084214797,0.0022872124017858132
2015-03-30,0.02966381526583562,0.0012017690582047484,0.012126031271271723
2015-03-31,-0.009490228947205274,0.0010797954397422285,-0.008778010561836013
2015-04-01,-0.006270690148005495,0.0039713718052103554,-0.003542409213701779
2015-04-02,0.01801467764900878,-0.0013182313882365239,0.0035906164922480015
2015-04-06,0.06142509264600836,0.0008391209133699039,0.006710605052179316
2015-04-07,0.0007382967353085246,0.000598540588912947,-0.0026497865903168283
2015-04-08,0.021513574325074822,-0.0007180422123998292,0.0033715665804807653
2015-04-09,0.01158564245693915,-0.002159350638856912,0.004413478748987712
2015-04-10,0.003848138043136459,-0.00047980859596552565,0.005442217869027508
2015-04-13,-0.005324746976747791,0.00024005812285716045,-0.004533209773158534
2015-04-14,-0.01112082935895186,0.0017997559936610158,0.001911602080247332
2015-04-15,0.0017818964701395738,0.0009581189140296699,0.004476672446233863
2015-04-16,-0.005451990154159205,-0.00023927217223846905,-0.00028509710514364065
2015-04-17,0.000435356518677135,0.0016756965692160516,-0.011570101751930885
2015-04-20,-0.00737762051520866,-0.0010771559803032446,0.009095326441290952
2015-04-21,0.019967868746211544,-0.0011973772392278891,-0.0011922076676640213
2015-04-22,0.04678474050637763,-0.003722892314956731,0.004902077724072631
2015-04-23,-0.0038352543420964373,0.0019226648110388029,0.002513098756880665
2015-04-24,-0.0007779222876597997,0.0015599432408628198,0.002317788121643372
2015-04-27,0.0583302672383117,-0.0007192630196640347,-0.004166086611665702
2015-04-28,-0.004631839899719443,-0.0031248244379248474,0.0031736908614778364
2015-04-29,0.008511120452263243,-0.0031346824379180818,-0.004123230605800816
2015-04-30,-0.02791897023681704,0.0010866946200752932,-0.010070836202414198
